sha	date	cell	merge	kind	paths	subject	note	timeline	repro	required	protocol	issues	repro_cmd	repro_writes	note_cell	claim	runnable	repro_out	issue_state	opened	validation	verdict	evidence
11eb352	2026-09-14	mini	no	apps	1	feat(checkout): a brighter pink for the checkout surface (#97)	no	na	na	no	not-required	#97	-	na	-	feat(checkout): a brighter pink for the checkout surface (#97)	na	na	97:pr-merged	-	none	unverifiable	no corroborating evidence found
afa0e25	2026-09-14	mini	no	gate	7	fix(change): what two owners could not read on their tickets (experiments/023)	no	na	na	yes	missing-note	#104	-	na	-	fix(change): what two owners could not read on their tickets (experiments/023)	na	na	104:pr-merged	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
392794e	2026-09-14	mini	no	apps	1	feat(pdp): a perkier low-stock nudge (#106)	no	na	na	no	not-required	#106	-	na	-	feat(pdp): a perkier low-stock nudge (#106)	na	na	106:pr-merged	-	none	unverifiable	no corroborating evidence found
b67ec32	2026-09-14	mini	no	apps	1	feat(pdp): a perkier in-stock line (#108)	no	na	na	no	not-required	#108	-	na	-	feat(pdp): a perkier in-stock line (#108)	na	na	108:pr-merged	-	none	unverifiable	no corroborating evidence found
4ae446b	2026-09-14	mini	no	apps	1	feat(checkout): a brighter pink for the checkout page (#107)	no	na	na	no	not-required	#107	-	na	-	feat(checkout): a brighter pink for the checkout page (#107)	na	na	107:pr-merged	-	none	unverifiable	no corroborating evidence found
61b7007	2026-09-14	mini	no	change-script	6	experiments/023: five of five landed on change:start alone; what the owners could not read	no	na	na	yes	missing-note	-	-	na	-	experiments/023: five of five landed on change:start alone; what the owners could	na	na	-	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
73a9ab7	2026-09-14	hydra	no	model	2	tla: model the lock OWNER, and an invariant that could not fail	no	na	na	no	not-required	-	-	na	-	tla: model the lock OWNER, and an invariant that could not fail	na	na	-	-	none	unverifiable	no corroborating evidence found
aa55d5e	2026-09-14	hydra	no	model	2	sim: the berth has an owner, and a foreign release is refused	no	na	na	no	not-required	-	-	na	-	sim: the berth has an owner, and a foreign release is refused	na	na	-	-	none	unverifiable	no corroborating evidence found
9b47cc8	2026-09-14	hydra	no	apps	1	feat(core): add an empty-cart panel to /cart (#52)	no	na	na	no	not-required	#52	-	na	-	feat(core): add an empty-cart panel to /cart (#52)	na	na	52:pr-merged	-	none	unverifiable	no corroborating evidence found
b2ea4be	2026-09-14	hydra	no	experiment	2	experiments/024 + D22: five owners, one task each, and one landed	no	na	na	no	not-required	#52,#55,#60,#61,#70	-	na	-	experiments/024 + D22: five owners, one task each, and one landed	na	na	52:pr-merged,55:pr-closed,60:pr-closed,61:pr-merged,70:pr-closed	-	none	unverifiable	no corroborating evidence found
b82b41f	2026-09-15	hydra	no	change-script	1	labels: lock down the declaration -- create two that never existed, dedupe five	no	na	na	yes	missing-note	#55	-	na	-	labels: lock down the declaration -- create two that never existed, dedupe	na	na	55:pr-closed	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
1a7cf7e	2026-09-15	hydra	no	apps	1	feat(core): soften the page background a shade (#110)	no	na	na	no	not-required	#110	-	na	-	feat(core): soften the page background a shade (#110)	na	na	110:pr-merged	-	none	unverifiable	no corroborating evidence found
d03ea58	2026-09-15	hydra	no	apps	1	docs(core): tidy the account panel wording (#117)	no	na	na	no	not-required	#117	-	na	-	docs(core): tidy the account panel wording (#117)	na	na	117:pr-merged	-	none	unverifiable	no corroborating evidence found
478c1be	2026-09-15	hydra	no	apps	1	feat(plp): soften the listing background a shade (#111)	no	na	na	no	not-required	#111	-	na	-	feat(plp): soften the listing background a shade (#111)	na	na	111:pr-merged	-	none	unverifiable	no corroborating evidence found
c1720b9	2026-09-15	hydra	no	apps	1	feat(checkout): soften the checkout background (#114)	no	na	na	no	not-required	#114	-	na	-	feat(checkout): soften the checkout background (#114)	na	na	114:pr-merged	-	none	unverifiable	no corroborating evidence found
f7ade0f	2026-09-15	hydra	no	apps	1	feat(pdp): lighten the product-page background (#112)	no	na	na	no	not-required	#112	-	na	-	feat(pdp): lighten the product-page background (#112)	na	na	112:pr-merged	-	none	unverifiable	no corroborating evidence found
2c4ac2a	2026-09-15	hydra	no	apps	1	docs(checkout): tidy the order-total wording (#119)	no	na	na	no	not-required	#119	-	na	-	docs(checkout): tidy the order-total wording (#119)	na	na	119:pr-merged	-	none	unverifiable	no corroborating evidence found
2dde134	2026-09-15	hydra	no	apps	1	fix(pdp): deepen the error background for contrast (#113)	no	na	na	no	not-required	#113	-	na	-	fix(pdp): deepen the error background for contrast (#113)	na	na	113:pr-merged	-	none	unverifiable	no corroborating evidence found
fb1edaa	2026-09-15	hydra	no	apps	1	fix(core): keep /orders out of the index (#115)	no	na	na	no	not-required	#115	-	na	-	fix(core): keep /orders out of the index (#115)	na	na	115:pr-merged	-	none	unverifiable	no corroborating evidence found
1371c0d	2026-09-15	hydra	no	gate	1	gates/pr-state-audit: the five minimal invariants, applied to the live forge	no	na	na	yes	missing-note	#52,#55,#70,#115,#116	-	na	-	gates/pr-state-audit: the five minimal invariants, applied to the live forge	na	na	52:pr-merged,55:pr-closed,70:pr-closed,115:pr-merged,116:pr-merged	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
1b08533	2026-09-15	hydra	no	apps	1	feat(core): a little more breathing room on the page (#116)	no	na	na	no	not-required	#116	-	na	-	feat(core): a little more breathing room on the page (#116)	na	na	116:pr-merged	-	none	unverifiable	no corroborating evidence found
8560a7e	2026-09-15	hydra	no	gate	3	gates+dashboard: the five invariants, self-tested and on the board	no	na	na	yes	missing-note	#55,#70	-	na	-	gates+dashboard: the five invariants, self-tested and on the board	na	na	55:pr-closed,70:pr-closed	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
3a9fea2	2026-09-15	hydra	no	apps	1	feat(core): a touch more line height for readability (#118)	no	na	na	no	not-required	#118	-	na	-	feat(core): a touch more line height for readability (#118)	na	na	118:pr-merged	-	none	unverifiable	no corroborating evidence found
7160a1a	2026-09-15	hydra	no	gate	3	ADR 0005 + gate: a label exists in a model before it exists in the pipeline	no	na	na	yes	missing-note	-	-	na	-	ADR 0005 + gate: a label exists in a model before it	na	na	-	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
af64a8b	2026-09-15	hydra	no	docs	1	scenarios D23: ten changes, no calendar -- all ten landed, evidence corrupted anyway	no	na	na	no	not-required	#111,#116	-	na	-	scenarios D23: ten changes, no calendar -- all ten landed, evidence corrupted	na	na	111:pr-merged,116:pr-merged	-	none	unverifiable	no corroborating evidence found
e62d4fd	2026-09-15	hydra	no	chore	1	skill(change-watch): the verb that only looks	no	na	na	no	not-required	#1,#55,#70	-	na	-	skill(change-watch): the verb that only looks	na	na	1:issue-open,55:pr-closed,70:pr-closed	-	none	unverifiable	no corroborating evidence found
d727900	2026-09-15	hydra	no	chore	1	agent(queue-atc): air traffic control for the queue, and why it is scaffolding	no	na	na	no	not-required	-	-	na	-	agent(queue-atc): air traffic control for the queue, and why it is scaffolding	na	na	-	-	none	no-claim	chore with no issue reference or note
a25db39	2026-09-15	hydra	no	model	2	sim+docs: labels are the only channel, and nobody is coordinating	no	na	na	no	not-required	-	-	na	-	sim+docs: labels are the only channel, and nobody is coordinating	na	na	-	-	none	unverifiable	no corroborating evidence found
93b5ad3	2026-09-15	hydra	no	gate	1	pr-state-audit: a grace window, and the tombstone nobody can resolve	no	na	na	yes	missing-note	#55,#70	-	na	-	pr-state-audit: a grace window, and the tombstone nobody can resolve	na	na	55:pr-closed,70:pr-closed	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
1bd4897	2026-09-15	hydra	no	spec	5	spec+models: two closure enums, and the two closures that were missing	no	na	na	yes	missing-note	#40,#52,#70	-	na	-	spec+models: two closure enums, and the two closures that were missing	na	na	40:pr-closed,52:pr-merged,70:pr-closed	-	none	unverifiable	protocol defect: kind=spec requires a note, none present
9847d98	2026-09-15	hydra	no	change-script	1	feat(crowsnest): report what is ACTIVE in the estate as sightings	no	na	na	yes	missing-note	-	-	na	-	feat(crowsnest): report what is ACTIVE in the estate as sightings	na	na	-	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
fff65b8	2026-09-15	hydra	no	gate	16	gates: lint-shell, shfmt, shebang and python-lint, from the L7 shell review	no	na	na	yes	missing-note	-	-	na	-	gates: lint-shell, shfmt, shebang and python-lint, from the L7 shell review	na	na	-	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
481bf99	2026-09-15	hydra	no	gate	1	pr-state-audit: I6 -- the bookings and the labels must agree	no	na	na	yes	missing-note	#61	-	na	-	pr-state-audit: I6 -- the bookings and the labels must agree	na	na	61:pr-merged	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
de98fe1	2026-09-15	hydra	no	apps	4	apps: lint-js per app, and it refuses to pretend	no	na	na	no	not-required	-	-	na	-	apps: lint-js per app, and it refuses to pretend	na	na	-	-	none	unverifiable	no corroborating evidence found
6865ba9	2026-09-15	hydra	no	docs	1	docs: hold the cross-section contradiction scan, do not send it	no	na	na	no	not-required	-	-	na	-	docs: hold the cross-section contradiction scan, do not send it	na	na	-	-	none	unverifiable	no corroborating evidence found
9edcdc5	2026-09-15	hydra	no	model	1	fix(sim): the labeller attaches itil:standard, not change:standard	no	na	na	no	not-required	#120,#121	-	na	-	fix(sim): the labeller attaches itil:standard, not change:standard	na	na	120:issue-open,121:issue-open	-	none	unverifiable	no corroborating evidence found
702bb26	2026-09-15	hydra	no	spec	12	round 1/3: change:standard|normal -> itil:* in the authoritative documents	no	na	na	yes	missing-note	#121	-	na	-	round 1/3: change:standard|normal -> itil:* in the authoritative documents	na	na	121:issue-open	-	none	unverifiable	protocol defect: kind=spec requires a note, none present
5098d94	2026-09-15	hydra	no	gate	11	round 2/3: fixtures to itil:*, and the audit did not know two closure codes	no	na	na	yes	missing-note	#16,#55,#70	-	na	-	round 2/3: fixtures to itil:*, and the audit did not know two	na	na	16:issue-closed,55:pr-closed,70:pr-closed	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
8482bd2	2026-09-15	hydra	no	change-script	17	round 3/3: change:emergency -> itil:* everywhere, including a LIVE defect	no	na	na	yes	missing-note	-	-	na	-	round 3/3: change:emergency -> itil:* everywhere, including a LIVE defect	na	na	-	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
0051f5a	2026-09-15	hydra	no	gate	5	fix(smoke): a crawl that visited nothing is not a pass	no	na	na	yes	missing-note	-	-	na	-	fix(smoke): a crawl that visited nothing is not a pass	na	na	-	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
fba7062	2026-09-15	hydra	no	model	2	fix(models): a citation into the driver that had rotted onto another control	no	na	na	no	not-required	-	-	na	-	fix(models): a citation into the driver that had rotted onto another control	na	na	-	-	none	unverifiable	no corroborating evidence found
b2cbfaf	2026-09-15	hydra	no	docs	1	docs(claude): three claims this file was making that are false	no	na	na	no	not-required	-	-	na	-	docs(claude): three claims this file was making that are false	na	na	-	-	none	unverifiable	no corroborating evidence found
06e9f77	2026-09-15	hydra	no	gate	1	fix(smoke): the same defect at a second site, where it crashes the gate	no	na	na	yes	missing-note	-	-	na	-	fix(smoke): the same defect at a second site, where it crashes the	na	na	-	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
30ba9e4	2026-09-15	hydra	no	change-script	1	fix(settle): the same defect, in the audit record, already posted 12 times	no	na	na	yes	missing-note	#107,#108,#110,#119	-	na	-	fix(settle): the same defect, in the audit record, already posted 12 times	na	na	107:pr-merged,108:pr-merged,110:pr-merged,119:pr-merged	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
279ff0c	2026-09-15	hydra	no	change-script	1	declare(labels): the five closures are mutually exclusive, which nothing said	no	na	na	yes	missing-note	#55,#61,#70	-	na	-	declare(labels): the five closures are mutually exclusive, which nothing said	na	na	55:pr-closed,61:pr-merged,70:pr-closed	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
b2963aa	2026-09-15	hydra	no	model	3	model: the merge is the tombstone, and a variable split so the check survives it	no	na	na	no	not-required	#52	-	na	-	model: the merge is the tombstone, and a variable split so the	na	na	52:pr-merged	-	none	unverifiable	no corroborating evidence found
aff79ae	2026-09-15	hydra	no	docs	1	docs(readme): the cleanup flow, the reviewer, and two dead labels removed	no	na	na	no	not-required	#52,#99,#108,#110,#119	-	na	-	docs(readme): the cleanup flow, the reviewer, and two dead labels removed	na	na	52:pr-merged,99:pr-merged,108:pr-merged,110:pr-merged,119:pr-merged	-	none	unverifiable	no corroborating evidence found
936e8ea	2026-09-15	hydra	no	gate	2	pr-state-audit: I6 -- the calendar and the labels are two records of one fact	no	na	na	yes	missing-note	#61	-	na	-	pr-state-audit: I6 -- the calendar and the labels are two records of	na	na	61:pr-merged	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
7903957	2026-09-15	mini	no	docs	1	docs: promotion models -- seven kinds of progression behind one word	no	na	na	no	not-required	-	-	na	-	docs: promotion models -- seven kinds of progression behind one word	na	na	-	-	none	unverifiable	no corroborating evidence found
af140ee	2026-09-15	hydra	no	docs	1	docs: deployment signalling labels, surveyed in situ	no	na	na	no	not-required	-	-	na	-	docs: deployment signalling labels, surveyed in situ	na	na	-	-	none	unverifiable	no corroborating evidence found
17076ea	2026-09-15	hydra	no	docs	1	docs: research note -- what the frameworks already say about classifying a change	no	na	na	no	not-required	-	-	na	-	docs: research note -- what the frameworks already say about classifying a	na	na	-	-	none	unverifiable	no corroborating evidence found
43a8e3e	2026-09-15	hydra	no	chore	1	labeller: migrations are itil:normal, and the ownership boundary is stated	no	na	na	no	not-required	-	-	na	-	labeller: migrations are itil:normal, and the ownership boundary is stated	na	na	-	-	none	no-claim	chore with no issue reference or note
2f47e07	2026-09-15	mini	no	research	6	docs(research): the history and the research as one document, none of the internals	no	na	na	no	not-required	-	-	na	-	docs(research): the history and the research as one document, none of the	na	na	-	-	none	unverifiable	no corroborating evidence found
9ca827b	2026-09-15	mini	no	research	8	docs(research): gmake build; the substrate mapping as its own include	no	na	na	no	not-required	-	-	na	-	docs(research): gmake build; the substrate mapping as its own include	na	na	-	-	none	unverifiable	no corroborating evidence found
63a66b3	2026-09-15	mini	no	spec	60	docs(research): the research notes move out of docs/ into research/{history,substrates,findings}	no	na	na	yes	missing-note	-	-	na	-	docs(research): the research notes move out of docs/ into research/{history,substrates,findings}	na	na	-	-	none	unverifiable	protocol defect: kind=spec requires a note, none present
211c9b4	2026-09-15	mini	no	research	1	docs(research): promotion models verified -- forty-five rows, five auditors, a drawer each	no	na	na	no	not-required	-	-	na	-	docs(research): promotion models verified -- forty-five rows, five auditors, a drawer each	na	na	-	-	none	unverifiable	no corroborating evidence found
98bf103	2026-09-15	mini	no	research	2	docs(research): the PDF wraps its tables and has its glyphs	no	na	na	no	not-required	-	-	na	-	docs(research): the PDF wraps its tables and has its glyphs	na	na	-	-	none	unverifiable	no corroborating evidence found
72592ad	2026-09-15	mini	no	change-script	49	docs(research): the writeup passes the wal.sh style; five more documents move in; the PDF follows the family's preamble	no	na	na	yes	missing-note	-	-	na	-	docs(research): the writeup passes the wal.sh style; five more documents move in;	na	na	-	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
d89e7cc	2026-09-15	mini	no	change-script	11	feat(change): release:unaffected -- nothing to release, so the only act left is the merge	yes	yes	yes	yes	ok	-	python3 sim/label_sim.py --bound 8 --walks 0 --disable Interfere ; python3 sim/label_sim.py --bound 8 --walks 0 --disable Interfere --disable UnaffectedMerges	no	macOS 24.1.0, OpenJDK, python3.14 (walks off)	feat(change): release:unaffected -- nothing to release, so the only act left is	yes	na	-	-	sim	unverifiable	no corroborating evidence found
3d4fbe7	2026-09-15	mini	no	research	3	docs(research): the method as a procedure; the tracking layer prefixed by writer	no	na	na	no	not-required	-	-	na	-	docs(research): the method as a procedure; the tracking layer prefixed by writer	na	na	-	-	none	unverifiable	no corroborating evidence found
31114b9	2026-09-15	mini	no	research	1	docs(research): the release:* mandate -- the person's words name the intent, never the environment	no	na	na	no	not-required	-	-	na	-	docs(research): the release:* mandate -- the person's words name the intent, never	na	na	-	-	none	unverifiable	no corroborating evidence found
b7e0428	2026-09-15	mini	no	research	1	docs(research): one include form, every document at the same level; affected-by-construction included	no	na	na	no	not-required	-	-	na	-	docs(research): one include form, every document at the same level; affected-by-construction included	na	na	-	-	none	unverifiable	no corroborating evidence found
7728fc3	2026-09-15	mini	no	research	1	docs(research): release:* words are said about a branch; the default branch needs none	no	na	na	no	not-required	-	-	na	-	docs(research): release:* words are said about a branch; the default branch needs	na	na	-	-	none	unverifiable	no corroborating evidence found
571ce2b	2026-09-15	mini	no	model	2	fix(tla): release:unaffected is said first, and an unaffected change asks for nothing	yes	yes	yes	no	not-required	-	python3 sim/label_sim.py --bound 6 --walks 0 --disable Interfere ; python3 sim/label_sim.py --bound 8 --walks 0 --disable Interfere --disable UnaffectedMerges	no	-	fix(tla): release:unaffected is said first, and an unaffected change asks for nothing	yes	na	-	-	sim	unverifiable	no corroborating evidence found
ee40928	2026-09-15	mini	no	change-script	5	docs(research): Mermaid blocks render to figures at export; when.sh reads a person's time	no	na	na	yes	missing-note	#58	-	na	-	docs(research): Mermaid blocks render to figures at export; when.sh reads a person's	na	na	58:pr-open	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
fd6e740	2026-09-15	mini	no	research	5	docs(research): the core case, then the scheduled case; three release skills state the intervention contract	no	na	na	no	not-required	-	-	na	-	docs(research): the core case, then the scheduled case; three release skills state	na	na	-	-	none	unverifiable	no corroborating evidence found
544f42e	2026-09-15	mini	no	experiment	12	docs(research): rebuilder order, the evidence census, generated appendix tables, three more figures	no	na	na	no	not-required	-	-	na	-	docs(research): rebuilder order, the evidence census, generated appendix tables, three more figures	na	na	-	-	none	unverifiable	no corroborating evidence found
93f0505	2026-09-15	mini	no	research	6	docs(research): the PDF after the LaTeX review -- parts, a title page, wrapped verbatim, ragged weighted tables	no	na	na	no	not-required	-	-	na	-	docs(research): the PDF after the LaTeX review -- parts, a title page,	na	na	-	-	none	unverifiable	no corroborating evidence found
0cac8af	2026-09-15	mini	no	chore	1	chore: ignore .DS_Store	no	na	na	no	not-required	-	-	na	-	chore: ignore .DS_Store	na	na	-	-	none	no-claim	chore with no issue reference or note
a46b999	2026-09-15	mini	no	change-script	14	docs: release:unaffected is release:skip; the release:* grammar options for rebuild 005	no	na	na	yes	missing-note	-	-	na	-	docs: release:unaffected is release:skip; the release:* grammar options for rebuild 005	na	na	-	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
6c353ce	2026-09-15	mini	no	research	1	docs(research): the core case assumes approval before start; no reviewer in the flow	no	na	na	no	not-required	-	-	na	-	docs(research): the core case assumes approval before start; no reviewer in the	na	na	-	-	none	unverifiable	no corroborating evidence found
c36bc1b	2026-09-15	mini	no	research	3	docs(research): appendix tables regenerated at 6c353ce	no	na	na	no	not-required	-	-	na	-	docs(research): appendix tables regenerated at 6c353ce	na	na	-	-	none	unverifiable	no corroborating evidence found
33b5722	2026-09-15	hydra	no	apps	1	fix(pdp): name the empty-SKU placeholder on the not-found page (#61)	no	na	na	no	not-required	#61	-	na	-	fix(pdp): name the empty-SKU placeholder on the not-found page (#61)	na	na	61:pr-merged	-	none	unverifiable	no corroborating evidence found
df52210	2026-09-15	mini	no	gate	19	feat(change): release:start is the person's word; the driver defers to a booked window and has a dry run	no	na	na	yes	missing-note	#61,#65	-	na	-	feat(change): release:start is the person's word; the driver defers to a booked	na	na	61:pr-merged,65:pr-open	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
6d13885	2026-09-15	mini	no	experiment	2	fix(promote): deploy:production lands only once the accepted journey has held	no	na	na	no	not-required	#60	-	na	-	fix(promote): deploy:production lands only once the accepted journey has held	na	na	60:pr-closed	-	none	unverifiable	no corroborating evidence found
0a7b89d	2026-09-15	mini	no	chore	1	fix(promote): the landing step is gated on the requirement step's output	no	na	na	no	not-required	-	-	na	-	fix(promote): the landing step is gated on the requirement step's output	na	na	-	-	none	no-claim	chore with no issue reference or note
7399918	2026-09-15	mini	no	experiment	2	docs(readme): only the current status -- the superseded hold text and the historical asides go	no	na	na	no	not-required	-	-	na	-	docs(readme): only the current status -- the superseded hold text and the	na	na	-	-	none	unverifiable	no corroborating evidence found
4ad9cad	2026-09-15	hydra	no	apps	1	fix(pdp): give the unavailable-catalogue page a concrete retry hint (#62)	no	na	na	no	not-required	#62	-	na	-	fix(pdp): give the unavailable-catalogue page a concrete retry hint (#62)	na	na	62:pr-merged	-	none	unverifiable	no corroborating evidence found
2a5d25b	2026-09-15	mini	no	change-script	2	chore(labels): the deploy labels and change:end are the scheduler's, one writer role for two scripts; release:skip on the forge, change:start gone	no	na	na	yes	missing-note	-	-	na	-	chore(labels): the deploy labels and change:end are the scheduler's, one writer role	na	na	-	-	none	unverifiable	protocol defect: kind=change-script requires a note, none present
9514db7	2026-09-15	mini	no	gate	40	feat(labels): change:* is release:* -- the port, scripted as experiment 025	no	na	na	yes	missing-note	-	-	na	-	feat(labels): change:* is release:* -- the port, scripted as experiment 025	na	na	-	-	gate	unverifiable	protocol defect: kind=gate requires a note, none present
57bcad2	2026-09-15	mini	no	experiment	1	experiments/017: the mini's 2026-09-14/16 session, same counting rule	no	na	na	no	not-required	-	-	na	-	experiments/017: the mini's 2026-09-14/16 session, same counting rule	na	na	-	-	none	unverifiable	no corroborating evidence found
1d83827	2026-09-15	mini	no	research	2	docs(research): rule 17's positive run -- 102,726,288 states, no error	no	na	na	no	not-required	-	-	na	-	docs(research): rule 17's positive run -- 102,726,288 states, no error	na	na	-	-	none	unverifiable	no corroborating evidence found
e26b6f8	2026-09-15	mini	no	experiment	2	meta: carried forward -- nine findings with their incidents and triggers, seven skill candidates	no	na	na	no	not-required	-	-	na	-	meta: carried forward -- nine findings with their incidents and triggers, seven	na	na	-	-	none	unverifiable	no corroborating evidence found
0d976de	2026-09-15	mini	no	docs	1	meta: the bastille operator's report is the review's other half	no	na	na	no	not-required	-	-	na	-	meta: the bastille operator's report is the review's other half	na	na	-	-	none	unverifiable	no corroborating evidence found
9560471	2026-09-15	mini	no	experiment	2	experiments/026: the mainline review, specified for a cheap driver	no	na	na	no	not-required	-	-	na	-	experiments/026: the mainline review, specified for a cheap driver	na	na	-	-	none	unverifiable	no corroborating evidence found
