# ledger.tsv -- one row per mainline commit, written by
# experiments/026-mainline-review/extract.py and completed by the driver agent.
#
# Columns 1-16 are mechanical. The extractor fills them and the driver agent
# never edits them. Columns 17-24 are judgement. The extractor writes `?` and
# the driver agent replaces every `?` with a value from the vocabulary below.
#
#  1 sha           short sha of the commit on main
#  2 date          author date, YYYY-MM-DD
#  3 cell          mini | hydra | unknown        which operator produced it
#  4 merge         yes | no                      more than one parent
#  5 kind          spec | gate | change-script | model | experiment | research
#                  | docs | apps | chore         first matching path rule
#  6 paths         count of files touched
#  7 subject       commit subject, tabs and newlines flattened to spaces
#  8 note          yes | no                      a git note exists
#  9 timeline      yes | no | na                 note has a Timeline section
# 10 repro         yes | no | na                 note has a Reproduction section
# 11 required      yes | no                      protocol required a note
# 12 protocol      ok | missing-note | note-incomplete | not-required
# 13 issues        comma-joined #N from subject, body and note, or -
# 14 repro_cmd     ` ; `-joined command lines lifted from the note, or -
# 15 repro_writes  yes | no | na                 a repro command writes state
# 16 note_cell      the note's own `Cell:` line, or -   where it was observed
#
# 17 claim         one short clause, what the commit asserts is now true
# 18 runnable      yes | no-moved | no-writes | no-slow | no-host | no-forge | na
# 19 repro_out     same | differs | na           re-run output against the note
# 20 issue_state   per-reference, comma-joined, or -. A `#N` in this repo is
#                  an issue or a pull request, so the vocabulary covers both:
#                  N:issue-open | N:issue-closed | N:pr-open | N:pr-merged
#                  | N:pr-closed | N:unknown
# 21 opened        #N the note says it opened, comma-joined, or -
# 22 validation    driver | grind | experiment | tlc | sim | gate | none
#                  comma-joined when more than one touched it
# 23 verdict       confirmed | confirmed-by-note-only | unverifiable
#                  | contradicted | no-claim
# 24 evidence      one line, the observation the verdict rests on
sha	date	cell	merge	kind	paths	subject	note	timeline	repro	required	protocol	issues	repro_cmd	repro_writes	note_cell	claim	runnable	repro_out	issue_state	opened	validation	verdict	evidence
b2ea4be	2026-09-14	hydra	no	experiment	2	experiments/024 + D22: five owners, one task each, and one landed	no	na	na	no	not-required	#52,#55,#60,#61,#70	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
b82b41f	2026-09-15	hydra	no	change-script	1	labels: lock down the declaration -- create two that never existed, dedupe five	no	na	na	yes	missing-note	#55	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
1a7cf7e	2026-09-15	hydra	no	apps	1	feat(core): soften the page background a shade (#110)	no	na	na	no	not-required	#110	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
d03ea58	2026-09-15	hydra	no	apps	1	docs(core): tidy the account panel wording (#117)	no	na	na	no	not-required	#117	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
478c1be	2026-09-15	hydra	no	apps	1	feat(plp): soften the listing background a shade (#111)	no	na	na	no	not-required	#111	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
c1720b9	2026-09-15	hydra	no	apps	1	feat(checkout): soften the checkout background (#114)	no	na	na	no	not-required	#114	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
f7ade0f	2026-09-15	hydra	no	apps	1	feat(pdp): lighten the product-page background (#112)	no	na	na	no	not-required	#112	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
2c4ac2a	2026-09-15	hydra	no	apps	1	docs(checkout): tidy the order-total wording (#119)	no	na	na	no	not-required	#119	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
2dde134	2026-09-15	hydra	no	apps	1	fix(pdp): deepen the error background for contrast (#113)	no	na	na	no	not-required	#113	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
fb1edaa	2026-09-15	hydra	no	apps	1	fix(core): keep /orders out of the index (#115)	no	na	na	no	not-required	#115	-	na	-	?	?	?	?	?	?	unverifiable	survival na: no added line long enough to grep
1371c0d	2026-09-15	hydra	no	gate	1	gates/pr-state-audit: the five minimal invariants, applied to the live forge	no	na	na	yes	missing-note	#52,#55,#70,#115,#116	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
1b08533	2026-09-15	hydra	no	apps	1	feat(core): a little more breathing room on the page (#116)	no	na	na	no	not-required	#116	-	na	-	?	?	?	?	?	?	unverifiable	survival gone 0/1, superseded by 3a9fea2
8560a7e	2026-09-15	hydra	no	gate	3	gates+dashboard: the five invariants, self-tested and on the board	no	na	na	yes	missing-note	#55,#70	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
3a9fea2	2026-09-15	hydra	no	apps	1	feat(core): a touch more line height for readability (#118)	no	na	na	no	not-required	#118	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
7160a1a	2026-09-15	hydra	no	gate	3	ADR 0005 + gate: a label exists in a model before it exists in the pipeline	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
af64a8b	2026-09-15	hydra	no	docs	1	scenarios D23: ten changes, no calendar -- all ten landed, evidence corrupted anyway	no	na	na	no	not-required	#111,#116	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
e62d4fd	2026-09-15	hydra	no	chore	1	skill(change-watch): the verb that only looks	no	na	na	no	not-required	#1,#55,#70	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
d727900	2026-09-15	hydra	no	chore	1	agent(queue-atc): air traffic control for the queue, and why it is scaffolding	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	no-claim	chore with no issue and no note
a25db39	2026-09-15	hydra	no	model	2	sim+docs: labels are the only channel, and nobody is coordinating	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	unverifiable	survival gone 0/3, superseded by 63a66b3
93b5ad3	2026-09-15	hydra	no	gate	1	pr-state-audit: a grace window, and the tombstone nobody can resolve	no	na	na	yes	missing-note	#55,#70	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
1bd4897	2026-09-15	hydra	no	spec	5	spec+models: two closure enums, and the two closures that were missing	no	na	na	yes	missing-note	#40,#52,#70	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=spec requires a note, none present
9847d98	2026-09-15	hydra	no	change-script	1	feat(crowsnest): report what is ACTIVE in the estate as sightings	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
fff65b8	2026-09-15	hydra	no	gate	16	gates: lint-shell, shfmt, shebang and python-lint, from the L7 shell review	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
481bf99	2026-09-15	hydra	no	gate	1	pr-state-audit: I6 -- the bookings and the labels must agree	no	na	na	yes	missing-note	#61	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
de98fe1	2026-09-15	hydra	no	apps	4	apps: lint-js per app, and it refuses to pretend	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
6865ba9	2026-09-15	hydra	no	docs	1	docs: hold the cross-section contradiction scan, do not send it	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
9edcdc5	2026-09-15	hydra	no	model	1	fix(sim): the labeller attaches itil:standard, not change:standard	no	na	na	no	not-required	#120,#121	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
702bb26	2026-09-15	hydra	no	spec	12	round 1/3: change:standard|normal -> itil:* in the authoritative documents	no	na	na	yes	missing-note	#121	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=spec requires a note, none present
5098d94	2026-09-15	hydra	no	gate	11	round 2/3: fixtures to itil:*, and the audit did not know two closure codes	no	na	na	yes	missing-note	#16,#55,#70	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
8482bd2	2026-09-15	hydra	no	change-script	17	round 3/3: change:emergency -> itil:* everywhere, including a LIVE defect	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
0051f5a	2026-09-15	hydra	no	gate	5	fix(smoke): a crawl that visited nothing is not a pass	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
fba7062	2026-09-15	hydra	no	model	2	fix(models): a citation into the driver that had rotted onto another control	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
b2cbfaf	2026-09-15	hydra	no	docs	1	docs(claude): three claims this file was making that are false	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 2/3
06e9f77	2026-09-15	hydra	no	gate	1	fix(smoke): the same defect at a second site, where it crashes the gate	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
30ba9e4	2026-09-15	hydra	no	change-script	1	fix(settle): the same defect, in the audit record, already posted 12 times	no	na	na	yes	missing-note	#107,#108,#110,#119	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
279ff0c	2026-09-15	hydra	no	change-script	1	declare(labels): the five closures are mutually exclusive, which nothing said	no	na	na	yes	missing-note	#55,#61,#70	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
b2963aa	2026-09-15	hydra	no	model	3	model: the merge is the tombstone, and a variable split so the check survives it	no	na	na	no	not-required	#52	-	na	-	?	?	?	?	?	?	confirmed	survival present 2/3
aff79ae	2026-09-15	hydra	no	docs	1	docs(readme): the cleanup flow, the reviewer, and two dead labels removed	no	na	na	no	not-required	#52,#99,#108,#110,#119	-	na	-	?	?	?	?	?	?	unverifiable	survival gone 1/3, superseded by 9514db7
936e8ea	2026-09-15	hydra	no	gate	2	pr-state-audit: I6 -- the calendar and the labels are two records of one fact	no	na	na	yes	missing-note	#61	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
7903957	2026-09-15	mini	no	docs	1	docs: promotion models -- seven kinds of progression behind one word	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	unverifiable	survival gone 0/3, superseded by 63a66b3
af140ee	2026-09-15	hydra	no	docs	1	docs: deployment signalling labels, surveyed in situ	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	unverifiable	survival gone 0/3, superseded by 72592ad
17076ea	2026-09-15	hydra	no	docs	1	docs: research note -- what the frameworks already say about classifying a change	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	unverifiable	survival gone 0/3, superseded by 72592ad
43a8e3e	2026-09-15	hydra	no	chore	1	labeller: migrations are itil:normal, and the ownership boundary is stated	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	no-claim	chore with no issue and no note
2f47e07	2026-09-15	mini	no	research	6	docs(research): the history and the research as one document, none of the internals	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	unverifiable	survival gone 1/3, superseded by 72592ad
9ca827b	2026-09-15	mini	no	research	8	docs(research): gmake build; the substrate mapping as its own include	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 2/3
63a66b3	2026-09-15	mini	no	spec	60	docs(research): the research notes move out of docs/ into research/{history,substrates,findings}	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=spec requires a note, none present
211c9b4	2026-09-15	mini	no	research	1	docs(research): promotion models verified -- forty-five rows, five auditors, a drawer each	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 2/3
98bf103	2026-09-15	mini	no	research	2	docs(research): the PDF wraps its tables and has its glyphs	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 2/3
72592ad	2026-09-15	mini	no	change-script	49	docs(research): the writeup passes the wal.sh style; five more documents move in; the PDF follows the family's preamble	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
d89e7cc	2026-09-15	mini	no	change-script	11	feat(change): release:unaffected -- nothing to release, so the only act left is the merge	yes	yes	yes	yes	ok	-	python3 sim/label_sim.py --bound 8 --walks 0 --disable Interfere ; python3 sim/label_sim.py --bound 8 --walks 0 --disable Interfere --disable UnaffectedMerges	no	macOS 24.1.0, OpenJDK, python3.14 (walks off)	?	?	?	?	?	?	confirmed-by-note-only	note complete; reproduction not re-run by the extractor (rule 6 needs a run)
3d4fbe7	2026-09-15	mini	no	research	3	docs(research): the method as a procedure; the tracking layer prefixed by writer	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
31114b9	2026-09-15	mini	no	research	1	docs(research): the release:* mandate -- the person's words name the intent, never the environment	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
b7e0428	2026-09-15	mini	no	research	1	docs(research): one include form, every document at the same level; affected-by-construction included	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	unverifiable	survival na: no added line long enough to grep
7728fc3	2026-09-15	mini	no	research	1	docs(research): release:* words are said about a branch; the default branch needs none	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 2/3
571ce2b	2026-09-15	mini	no	model	2	fix(tla): release:unaffected is said first, and an unaffected change asks for nothing	yes	yes	yes	no	not-required	-	python3 sim/label_sim.py --bound 6 --walks 0 --disable Interfere ; python3 sim/label_sim.py --bound 8 --walks 0 --disable Interfere --disable UnaffectedMerges	no	-	?	?	?	?	?	?	confirmed-by-note-only	note complete; reproduction not re-run by the extractor (rule 6 needs a run)
ee40928	2026-09-15	mini	no	change-script	5	docs(research): Mermaid blocks render to figures at export; when.sh reads a person's time	no	na	na	yes	missing-note	#58	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
fd6e740	2026-09-15	mini	no	research	5	docs(research): the core case, then the scheduled case; three release skills state the intervention contract	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
544f42e	2026-09-15	mini	no	experiment	12	docs(research): rebuilder order, the evidence census, generated appendix tables, three more figures	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
93f0505	2026-09-15	mini	no	research	6	docs(research): the PDF after the LaTeX review -- parts, a title page, wrapped verbatim, ragged weighted tables	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	unverifiable	survival gone 0/3, superseded by 6b9aadb
0cac8af	2026-09-15	mini	no	chore	1	chore: ignore .DS_Store	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	no-claim	chore with no issue and no note
a46b999	2026-09-15	mini	no	change-script	14	docs: release:unaffected is release:skip; the release:* grammar options for rebuild 005	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
6c353ce	2026-09-15	mini	no	research	1	docs(research): the core case assumes approval before start; no reviewer in the flow	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
c36bc1b	2026-09-15	mini	no	research	3	docs(research): appendix tables regenerated at 6c353ce	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
33b5722	2026-09-15	hydra	no	apps	1	fix(pdp): name the empty-SKU placeholder on the not-found page (#61)	no	na	na	no	not-required	#61	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
df52210	2026-09-15	mini	no	gate	19	feat(change): release:start is the person's word; the driver defers to a booked window and has a dry run	no	na	na	yes	missing-note	#61,#65	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
6d13885	2026-09-15	mini	no	experiment	2	fix(promote): deploy:production lands only once the accepted journey has held	no	na	na	no	not-required	#60	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
0a7b89d	2026-09-15	mini	no	chore	1	fix(promote): the landing step is gated on the requirement step's output	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	no-claim	chore with no issue and no note
7399918	2026-09-15	mini	no	experiment	2	docs(readme): only the current status -- the superseded hold text and the historical asides go	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
4ad9cad	2026-09-15	hydra	no	apps	1	fix(pdp): give the unavailable-catalogue page a concrete retry hint (#62)	no	na	na	no	not-required	#62	-	na	-	?	?	?	?	?	?	confirmed	survival present 1/1
2a5d25b	2026-09-15	mini	no	change-script	2	chore(labels): the deploy labels and change:end are the scheduler's, one writer role for two scripts; release:skip on the forge, change:start gone	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=change-script requires a note, none present
9514db7	2026-09-15	mini	no	gate	40	feat(labels): change:* is release:* -- the port, scripted as experiment 025	no	na	na	yes	missing-note	-	-	na	-	?	?	?	?	?	?	unverifiable	protocol defect: kind=gate requires a note, none present
57bcad2	2026-09-15	mini	no	experiment	1	experiments/017: the mini's 2026-09-14/16 session, same counting rule	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
1d83827	2026-09-15	mini	no	research	2	docs(research): rule 17's positive run -- 102,726,288 states, no error	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
e26b6f8	2026-09-15	mini	no	experiment	2	meta: carried forward -- nine findings with their incidents and triggers, seven skill candidates	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
0d976de	2026-09-15	mini	no	docs	1	meta: the bastille operator's report is the review's other half	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
9560471	2026-09-15	mini	no	experiment	2	experiments/026: the mainline review, specified for a cheap driver	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
6b9aadb	2026-09-15	mini	no	experiment	18	docs(research): four volumes on top of the complete edition; experiments/027 the review's cost	no	na	na	no	not-required	-	-	na	-	?	?	?	?	?	?	confirmed	survival present 3/3
